productId	productSKU	product_url	name	price	image	Category	Short Description	Description	tags	Features	Related Products	Size	Activity	Gender	Material	Color
141	MH07	https://gopher1.extrkt.com/?product=hero-hoodie	Hero Hoodie	£54.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh07-gray_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Hero Hoodie	Gray and black color blocking sets you apart as the Hero Hoodie keeps you warm on the bus, campus or cold mean streets. Slanted outsize front pockets keep your style real . . . convenient.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Full-zip gray and black hoodie. Ribbed hem. Standard fit. Drawcord hood cinch. Water-resistant coating.	[{'Name': 'Abominable Hoodie', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=abominable-hoodie'}, {'Name': 'Marco Lightweight Active Hoodie', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie'}, {'Name': 'Mach Street Sweatshirt', 'Price': '£62.00', 'Link': 'https://gopher1.extrkt.com/?product=mach-street-sweatshirt'}, {'Name': 'Oslo Trek Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=oslo-trek-hoodie'}]	XS, S, M, L, XL	None	None	None	Black, Gray, Green
102	MH05	https://gopher1.extrkt.com/?product=hollister-backyard-sweatshirt	Hollister Backyard Sweatshirt	£52.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh05-white_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Hollister Backyard Sweatshirt	Kick off your weekend in the Hollister Backyard Sweatshirt. Whether you’re raking leaves or flipping burgers, this comfy layer blocks the bite of the crisp autumn air. Puffy thick from hood to hem, it traps heat against your core.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Cream crewneck sweatshirt with navy sleeves/trim. Relaxed fit.  Ribbed cuffs and hem.  Machine wash/dry.	[{'Name': 'Ajax Full-Zip Sweatshirt', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=ajax-full-zip-sweatshirt'}, {'Name': 'Grayson Crewneck Sweatshirt', 'Price': '£64.00', 'Link': 'https://gopher1.extrkt.com/?product=grayson-crewneck-sweatshirt'}, {'Name': 'Mach Street Sweatshirt', 'Price': '£62.00', 'Link': 'https://gopher1.extrkt.com/?product=mach-street-sweatshirt'}, {'Name': 'Marco Lightweight Active Hoodie', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie'}]	XS, S, M, L, XL	None	None	None	Green, Red, White
308	MJ02	https://gopher1.extrkt.com/?product=hyperion-elements-jacket	Hyperion Elements Jacket	£51.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj02-green_main-300x300.jpg	Jackets	This is a variable product called a Hyperion Elements Jacket	Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech™ insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.	['Clothing', 'Men', 'Tops', 'Jackets']	Lime 1/4 zip pullover. Split pocket.  Thumb holes.  Machine wash/hang to dry.	[{'Name': 'Orion Two-Tone Fitted Jacket', 'Price': '£72.00', 'Link': 'https://gopher1.extrkt.com/?product=orion-two-tone-fitted-jacket'}, {'Name': 'Lando Gym Jacket', 'Price': '£99.00', 'Link': 'https://gopher1.extrkt.com/?product=lando-gym-jacket'}, {'Name': 'Beaumont Summit Kit', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=beaumont-summit-kit'}, {'Name': 'Typhon Performance Fleece-lined Jacket', 'Price': '£60.00', 'Link': 'https://gopher1.extrkt.com/?product=typhon-performance-fleece-lined-jacket'}]	XS, S, M, L, XL	None	None	None	Green, Orange, Red
1933	WP03	https://gopher1.extrkt.com/?product=ida-workout-parachute-pant	Ida Workout Parachute Pant	£48.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp03-blue_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Ida Workout Parachute Pant	The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Royal blue parachute pants. Contrast stripe. Relaxed fit.  Drawstring closure. Machine wash/dry.	None	None	None	None	None	Black, Blue, Purple
2737	24-UB02	https://gopher1.extrkt.com/?product=impulse-duffle	Impulse Duffle	£74.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ub02-black-0-300x300.jpg	Bags	This is a simple product called Impulse Duffle	Good for beach trips, track meets, yoga retreats and more, the Impulse Duffle is the companion you’ll want at your side. A large U-shaped opening makes packing a hassle-free affair, while a zippered interior pocket keeps jewelry and other small valuables safely tucked out of sight.	['Gear', 'Bags']	Wheeled.Dual carry handles.Retractable top handle.W 14″ x H 26″ x D 11″.	[{'Name': 'Voyage Yoga Bag', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=voyage-yoga-bag'}, {'Name': 'Compete Track Tote', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=compete-track-tote'}, {'Name': 'Driven Backpack', 'Price': '£36.00', 'Link': 'https://gopher1.extrkt.com/?product=driven-backpack'}, {'Name': 'Joust Duffle Bag', 'Price': '£34.00', 'Link': 'https://gopher1.extrkt.com/?product=joust-duffle-bag'}]	None	Gym, Overnight, Travel	None	Nylon, Polyester	None
2466	WSH11	https://gopher1.extrkt.com/?product=ina-compression-short	Ina Compression Short	£49.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh11-blue_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Ina Compression Short	One of Luma’s most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you’re running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Collections', 'Erin Recommends|Clothing']	Royal blue bike shorts. Compression fit.  Moisture-wicking.  Anti-microbial.  Machine wash/dry.	[{'Name': 'Erika Running Short', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=erika-running-short'}]	28, 29, 30, 31, 32	None	None	None	Blue, Orange, Red, Green, Purple
1792	WJ07	https://gopher1.extrkt.com/?product=inez-full-zip-jacket	Inez Full Zip Jacket	£59.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj07-purple_main-300x300.jpg	Jackets	This is a variable product called a Inez Full Zip Jacket	The Inez Full Zip jacket is more than a cute layer. It’s a full-on tech wonder you’ll use for outdoor, pre and post workout. You’ll love how the highlighted zipper and sleeve safety trim protect and catch looks.	['Clothing', 'Women', 'Tops', 'Jackets']	Purple heather inset full zip jacket. Full zip hoodie. Contrast binding along the zipper, hood and sleeves. Inseam pockets for storage. Thumbholes for comfortable fit.	[{'Name': 'Augusta Pullover Jacket', 'Price': '£57.00', 'Link': 'https://gopher1.extrkt.com/?product=augusta-pullover-jacket'}, {'Name': 'Riona Full Zip Jacket', 'Price': '£60.00', 'Link': 'https://gopher1.extrkt.com/?product=riona-full-zip-jacket'}]	XS, S, M, L, XL	None	None	None	Orange, Purple, Red
1727	WJ04	https://gopher1.extrkt.com/?product=ingrid-running-jacket	Ingrid Running Jacket	£84.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj04-white_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Ingrid Running Jacket	The Ingrid Running Jacket combines sleek design and high performance with slim, contoured fit and moisture-wicking fabric. It features a full-zip construction and a collared neck to keep the elements out and body heat in. • Slim fit. • Moisture-wicking fabric. • Two side pockets. • Zippered pocket at back waist. • Machine wash/dry.• Ivory specked full zip	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Performance Fabrics|Clothing']		[{'Name': 'Nadia Elements Shell', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=nadia-elements-shell'}]	XS, S, M, L, XL	None	None	None	Orange, Red, White
2111	WS03	https://gopher1.extrkt.com/?product=iris-workout-top	Iris Workout Top	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws03-red_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Iris Workout Top	The Iris Workout Top is sleeveless, body fitting and moisture wicking for a fashionable, functional garment. Rouched textures add style.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Pink heather rouched v-neck. Scoop neckline. Angled flat seams. Moisture wicking. Body skimming. 83% Polyester / 11% TENCEL® Lyocell / 6% Lycra® Spandex.	[{'Name': 'Radiant Tee', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=radiant-tee'}, {'Name': 'Karissa V-Neck Tee', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=karissa-v-neck-tee'}]	XS, S, M, L, XL	None	None	None	Blue, Green, Red
1830	WJ09	https://gopher1.extrkt.com/?product=jade-yoga-jacket	Jade Yoga Jacket	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj09-green_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Jade Yoga Jacket	If only all your other jackets were as comfortable as the relaxed-fit Jade Yoga Jacket, perfect for use during stretching, biking to and from studio or strolling on breezy fall days.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Collections', 'Erin Recommends|Clothing']	Seafoam 1/4 zip pullover with purple stitching. Lightweight, quick-drying, water-resistant construction. Shirred details at front and back for a feminine look. Hood collapses into collar. Mesh liner for breathability. Front zip pockets. Hem cinches at sideseam. 100% Polyester.	None	XS, S, M, L, XL	None	None	None	Blue, Gray, Green
1685	WJ02	https://gopher1.extrkt.com/?product=josie-yoga-jacket	Josie Yoga Jacket	£56.25	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj02-gray_main-300x300.jpg	Women Sale|Clothing	This is a variable product called a Josie Yoga Jacket	When your near future includes yoga, the cozy comfort of the Josie Yoga Jacket gets your mind and body ready. Stretchy CoolTech™ fabric with zipper pockets makes this jacket the right gear for studio time or teatime after.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Promotions', 'Women Sale|Clothing']	Slate rouched neck pullover. Moisture-wicking fabric. Hidden zipper. Mesh armpit venting. Dropped rear hem.	None	XS, S, M, L, XL	None	None	None	Black, Blue, Gray
2720	24-MB01	https://gopher1.extrkt.com/?product=joust-duffle-bag	Joust Duffle Bag	£34.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb01-blue-0-300x300.jpg	Bags	This is a simple product called Joust Duffle Bag	The sporty Joust Duffle Bag can’t be beat – not in the gym, not on the luggage carousel, not anywhere. Big enough to haul a basketball or soccer ball and some sneakers with plenty of room to spare, it’s ideal for athletes with places to go.	['Gear', 'Bags']	Dual top handles.Adjustable shoulder strap.Full-length zipper.L 29″ x W 13″ x H 11″.	[{'Name': 'Compete Track Tote', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=compete-track-tote'}, {'Name': 'Crown Summit Backpack', 'Price': '£38.00', 'Link': 'https://gopher1.extrkt.com/?product=crown-summit-backpack'}, {'Name': 'Driven Backpack', 'Price': '£36.00', 'Link': 'https://gopher1.extrkt.com/?product=driven-backpack'}, {'Name': 'Voyage Yoga Bag', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=voyage-yoga-bag'}]	None	Gym, Travel, Trail, Overnight	None	Nylon, Polyester	None
2191	WS07	https://gopher1.extrkt.com/?product=juliana-short-sleeve-tee	Juliana Short-Sleeve Tee	£42.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws07-black_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Juliana Short-Sleeve Tee	The Juliana Short-Sleeve Tee gives you more than sporty style. Consider that its soft Cocona® polyester fabric accelerates evaporation to help keep you dry and comfortable, too. And a selection of colors lets you get more than one.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Erin Recommends|Clothing']	Black scoop neck tee. Side rouching. Relaxed fit.	None	XS, S, M, L, XL	None	None	None	Black, White, Yellow
1767	WJ06	https://gopher1.extrkt.com/?product=juno-jacket	Juno Jacket	£77.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj06-purple_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Juno Jacket	On colder-than-comfortable mornings, you’ll love warming up in the Juno All-Ways Performanc Jacket, designed to compete with wind and chill. Built-in Cocona® technology aids evaporation, while a special zip placket and stand-up collar keep your neck protected.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Promotions', 'Women Sale|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Adjustable hood. Fleece-lined, zippered hand pockets. Thumbhole cuffs. Full zip. Mock-neck collar. Machine wash/dry.	[{'Name': 'Olivia 1/4 Zip Light Jacket', 'Price': '£77.00', 'Link': 'https://gopher1.extrkt.com/?product=olivia-1-4-zip-light-jacket'}]	XS, S, M, L, XL	None	None	None	Blue, Green, Purple
372	MJ06	https://gopher1.extrkt.com/?product=jupiter-all-weather-trainer	Jupiter All-Weather Trainer	£56.99	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj06-blue_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Jupiter All-Weather Trainer 	Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.	['Clothing', 'Men', 'Tops', 'Jackets|Clothing', 'Collections', 'Eco Friendly|Clothing']	Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.	[{'Name': 'Kenobi Trail Jacket', 'Price': '£47.00', 'Link': 'https://gopher1.extrkt.com/?product=kenobi-trail-jacket'}]	XS, S, M, L, XL	None	None	None	Blue, Green, Purple
2252	WS10	https://gopher1.extrkt.com/?product=karissa-v-neck-tee	Karissa V-Neck Tee	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ws10-red_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Karissa V-Neck Tee	The Karissa V-Neck Tee features a semi-fitted shape that’s flattering for every figure. You can hit the gym with confidence while it hugs curves and hides common “problem” areas.	['Clothing', 'Women', 'Tops', 'Tees|Clothing', 'Promotions', 'Tees|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Pink heather soft v-neck tee.  Luma signature micro sleeves. Semi-fitted.  Machine wash/dry.	[{'Name': 'Iris Workout Top', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=iris-workout-top'}, {'Name': 'Radiant Tee', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=radiant-tee'}]	XS, S, M, L, XL	None	None	None	Green, Red, Yellow
1919	WP01	https://gopher1.extrkt.com/?product=karmen-yoga-pant	Karmen Yoga Pant	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp01-gray_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Karmen Yoga Pant	Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Light blue parachute pants. Power mesh internal waistband for support. Internal waistband pocket. Antimicrobial finish.	[{'Name': 'Emma Leggings', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=emma-leggings'}, {'Name': 'Aeon Capri', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=aeon-capri'}, {'Name': 'Deirdre Relaxed-Fit Capri', 'Price': '£63.00', 'Link': 'https://gopher1.extrkt.com/?product=deirdre-relaxed-fit-capri'}]	28, 29	None	None	None	Black, Gray, White
356	MJ04	https://gopher1.extrkt.com/?product=kenobi-trail-jacket	Kenobi Trail Jacket	£47.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mj04-black_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Kenobi Trail Jacket	Aside from sealed seams to keep moisture out and body heat in, the Kenobi Trail Vest is all about media convenience. Use your phone and music player without ever taking it out of its cozy compartment: an attached remote on the left chest lets you change songs, pause and raise/lower volume.	['Clothing', 'Men', 'Tops', 'Jackets|Clothing', 'Collections', 'Eco Friendly|Clothing']	Black 1/4 zip pullover with royal zipper.  Adjustable hood and sleeve cuffs.  Machine wash/air dry.	[{'Name': 'Jupiter All-Weather Trainer', 'Price': '£56.99', 'Link': 'https://gopher1.extrkt.com/?product=jupiter-all-weather-trainer'}]	XS, S, M, L, XL	None	None	None	Black, Blue, Purple
